,DATE,STAR,LIKE,REVIEW
2996,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편리하게 잘 이용하고 있습니다^^
2997,2021-1-7,별표 5개 만점에 1개를 받았습니다.,0,스마트뱅킹 가입하는데 왜이렇게튕기나요 신분증사진찍는 거에서 넘어가질 않네요 ㅡㅡ
2998,2020-12-31,별표 5개 만점에 1개를 받았습니다.,0,이틀째 접속이 안되요. 왜 이런가요. 삭제하고 다시 설치해도 안되네요
2999,2020-11-27,별표 5개 만점에 2개를 받았습니다.,0,갑자기 이체가 되지도 않고 먹통이 됐네요
3000,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편리하고 좋아요
3001,2021-4-6,별표 5개 만점에 4개를 받았습니다.,0,지문 로그인 편리해요
3002,2021-3-31,별표 5개 만점에 5개를 받았습니다.,0,편히 사용할수 있어서 좋아요
3003,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,앱을 사용한자 얼마 안되서 지금은 잘 모르지만 그런대로 괜찮은편
3004,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,결제간편해서 좋아요
3005,2020-12-8,별표 5개 만점에 5개를 받았습니다.,0,이앱은 누구나사용하기편리하고 확인하기쉬워서 만족합니다
3006,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,아주 편리해요
3007,2021-3-30,별표 5개 만점에 5개를 받았습니다.,0,사용이 너무 편해요
3008,2021-3-31,별표 5개 만점에 5개를 받았습니다.,0,너무잘쓰고잇어요 고생이많으십니다
3009,2020-11-1,별표 5개 만점에 5개를 받았습니다.,0,항상 함께하고 있는 NH스마트뱅킹.!!익숙해서 그런지 큰 불편을 모르고 살고 있는 1인입니다😊조금씩 업데이트 될때마다 날로 발전하는 NH스마트뱅킹 늘 응원할께요^^✌
3010,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,너무 유용하게 잘쓰고있어요
3011,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,구성이 깔끔하고 좋아요
3012,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,현재까지 편하게이용하고있어요
3013,2021-4-7,별표 5개 만점에 5개를 받았습니다.,0,편해요 컴퓨터가 필요없음
3014,2020-10-27,별표 5개 만점에 5개를 받았습니다.,1,접속도 편하고 화면 디자인도 보기 편해 좋아요^^
3015,2021-4-2,별표 5개 만점에 1개를 받았습니다.,0,되는게 하나도 없음 뭔 앱을 이따위로 만들었는지
3016,2020-10-31,별표 5개 만점에 1개를 받았습니다.,1,휴대폰 인증을 8번 했는데 한번을 안됩니까 이유도 모르겠음 뭐 가입을 할 수가 없으니 딴거 있으나 마나
3017,2021-3-31,별표 5개 만점에 5개를 받았습니다.,0,역시농협입니다 리딩뱅크^^
3018,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,자주사용하고있음. 편리함
3019,2021-1-2,별표 5개 만점에 1개를 받았습니다.,0,너무 느려졌어요 선택 하나 하는데 30~40초씩 걸리고 걸핏하면 멈추고
3020,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,금융자산을 한눈에 볼수 있어 좋아요~
3021,2020-11-10,별표 5개 만점에 1개를 받았습니다.,0,올하루종일 거래못했습니다 로딩문제 빨리해결좀
3022,2021-2-15,별표 5개 만점에 3개를 받았습니다.,0,국민은행처럼 소액 이체는 지문으로 하게끔 만들어 주세요
